,0,1,2,3,4
0,0.0,0.0,1.0,4.0,0.0
0,0.0,0.0,0.0,308.0,0.0
0,0.0,0.0,0.0,1179.0,0.0
0,80.0,1.0,3.0,2073.0,1.0
0,0.0,0.0,0.0,125.0,0.0
0,0.0,0.0,0.0,1721.0,0.0
0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,0.0,493.0,0.0
0,14110.5,2.0,2.0,2965.0,1.0
0,0.0,0.0,0.0,24991.0,0.0
0,0.0,0.0,0.0,2214.0,0.0
0,0.0,0.0,1.0,428.0,0.0
0,0.0,0.0,0.0,3230.0,0.0
0,0.0,0.0,0.0,820.0,0.0
0,0.0,0.0,0.0,160.0,0.0
0,8634.0,1.0,0.0,797.0,1.0
0,0.0,0.0,0.0,8634.0,0.0
0,0.0,0.0,0.0,448.0,0.0
0,0.0,0.0,0.0,295.0,0.0
0,5970.666666666667,3.0,4.0,16922.0,1.0
0,0.0,0.0,0.0,6453.0,0.0
0,0.0,0.0,0.0,9250.0,0.0
0,0.0,0.0,0.0,3881.0,0.0
0,0.0,0.0,0.0,2971.0,0.0
0,0.0,0.0,0.0,4781.0,0.0
0,0.0,0.0,0.0,100.0,0.0
0,8535.5,4.0,3.0,32984.0,1.0
0,0.0,0.0,0.0,347.0,0.0
0,0.0,0.0,0.0,347.0,0.0
0,0.0,0.0,0.0,4738.0,0.0
0,2085.0,2.0,3.0,4711.0,1.0
0,0.0,0.0,0.0,3018.0,0.0
0,0.0,0.0,0.0,3018.0,0.0
0,0.0,0.0,0.0,419.0,0.0
0,0.0,0.0,0.0,236.0,0.0
0,0.0,0.0,0.0,1186.0,0.0
0,0.0,0.0,0.0,295.0,0.0
0,0.0,0.0,0.0,458.0,0.0
0,0.0,0.0,0.0,13204.0,0.0
